TIT,TAT,AH,AFDP,GTEP,AT,AP,TEY,CDP,CO,Classification
1092.8,550.07,83.816,4.2693,26.245,28.6,1.0053,133.85,12.155,0.98802,2
1092.3,550.06,86.082,4.286,26.107,27.88,1.0055,133.86,12.19,0.8062,2
1092.2,549.79,88.431,4.3059,26.093,27.382,1.0054,133.83,12.274,1.019,1
1092.3,549.88,88.336,4.3153,26.187,27.074,1.0053,134.28,12.2,1.6747,1
1091.6,550,89.423,4.2865,26.038,26.727,1.0052,133.79,12.157,1.8806,1
1092.1,549.82,89.901,4.3061,26.224,26.518,1.0051,134.52,12.172,2.127,2
1090.7,549.91,90.192,4.3208,25.892,25.83,1.005,133.82,12.119,1.5685,2
1091.7,549.61,92.817,4.4184,26.108,25.394,1.0051,134.81,12.169,1.6321,2
1091.7,550.37,93.223,4.4754,26.17,25.445,1.0053,134.78,12.158,1.6027,2
1091.3,550.31,90.469,4.4535,26.019,25.004,1.0055,134.79,12.098,1.2835,2
1091.1,549.94,92.657,4.3845,25.962,24.407,1.0056,134.47,11.993,1.3592,2
1093,549.98,92.634,4.3557,26.348,25.714,1.0056,134.84,12.281,1.0951,1
1097.9,549.94,84.894,4.4533,27.301,27.263,1.0056,137.66,12.475,1.3644,2
1100.1,540.28,63.569,4.8827,30.48,31.274,1.0059,146.33,13.15,0.84399,1
1100.2,541.78,56.68,4.8482,29.998,31.806,1.0056,145.85,13.147,0.61201,1
1099.9,541.06,48.807,4.8539,30.203,33.018,1.0049,145.39,13.177,1.6689,1
1100,541.29,45.633,4.7935,30.085,32.514,1.0045,146.62,13.154,1.2199,1
1093.6,550.14,68.421,4.2362,26.288,29.934,1.0049,133.87,12.312,1.616,1
1099.8,541.7,78.004,4.7152,29.903,28.337,1.005,145.9,13.03,0.95559,1
1092.3,549.83,82.608,4.1993,26.155,27.465,1.0052,134.56,12.114,0.93629,2
1088.7,549.76,86.379,4.1799,25.386,26.539,1.0049,132.09,11.981,0.96114,1
1090.6,550.13,90.043,4.2958,25.733,25.617,1.0046,133.67,12.095,1.6887,1
1093.4,550,92.762,4.3905,26.29,25.366,1.0044,135.82,12.301,2.1588,1
1093.1,550.39,93.359,4.405,26.188,25.192,1.0041,135.49,12.34,2.2752,1
1092.6,550.45,94.199,4.3941,26.083,25.237,1.0039,135.27,12.311,1.9635,1
1091.7,550.38,93.628,4.3655,25.945,25.01,1.004,134.79,12.238,1.3335,2
1086.1,550.26,94.581,4.3093,25.056,24.802,1.0045,130.6,11.867,1.749,1
1058.6,549.95,94.443,3.6363,20.296,24.767,1.005,110.65,10.632,4.3714,1
1074.3,550.11,93.831,3.9364,23.04,24.945,1.0052,121.87,11.392,2.214,2
1092,549.99,85.316,4.2457,26.057,26.149,1.0054,133.76,12.204,0.145,2
1099.5,542.91,73.571,4.7077,29.471,28.024,1.0052,142.71,13.073,0.32018,2
1094.5,550.13,66.845,4.3156,26.605,29.786,1.0052,134.1,12.264,1.6094,2
1092,549.64,56.663,4.1282,25.965,26.33,1.0056,134.47,12.195,0.72303,2
1091.6,550.22,62.297,4.1489,26.022,25.448,1.0056,134.27,12.166,0.74921,2
1061,550.16,65.243,3.3474,20.567,24.07,1.0055,112.42,10.69,3.994,2
1073.3,550.16,66.084,3.706,22.686,24.499,1.0058,120.75,11.337,3.7682,1
1094.9,550.34,56.692,4.3595,26.65,30.635,1.0063,133.79,12.258,0.29763,1
1095.2,549.96,59.701,4.3745,26.731,31.483,1.0066,133.79,12.278,0.17756,1
1095.7,549.84,57.282,4.3854,26.795,32.248,1.0066,133.82,12.299,0.69342,1
1091.3,549.94,65.161,4.1494,25.892,26.38,1.007,133.84,12.298,1.2997,1
1072.7,550.26,69.501,3.6702,22.616,23.709,1.0059,120.87,11.233,2.6699,1
1058.7,550.16,69.583,3.3231,20.139,23.441,1.0057,110.76,10.544,3.1759,1
1058,549.98,70.846,3.3272,20.102,22.669,1.0059,110.81,10.547,3.9219,1
1058,550.03,70.137,3.3404,20.146,22.294,1.006,110.79,10.553,4.4238,1
1058.9,550.01,66.239,3.3639,20.344,23.098,1.0063,110.79,10.568,4.4449,1
1093.9,550.11,62.487,4.2862,26.327,30.576,1.0058,133.83,12.252,0.98867,1
1092.8,549.94,72.501,4.2437,26.107,28.909,1.0063,133.84,12.235,1.4284,1
1092.3,549.9,80.841,4.1975,25.975,27.809,1.0065,133.84,12.276,1.3309,1
1091.9,550.01,86.464,4.2866,25.854,27.022,1.0066,133.81,12.317,1.2881,1
1092.7,550.31,89.668,4.3642,26.166,26.586,1.0064,134.46,12.298,0.80052,1
1093.2,550.11,89.835,4.3783,26.292,26.544,1.0064,134.75,12.281,1.8727,2
1092.3,550.08,91.131,4.3354,26.112,26.434,1.0064,134.28,12.294,1.9552,1
1092.5,550.03,90.77,4.3605,26.119,26.265,1.0064,134.48,12.23,1.9162,1
1092.1,549.99,91.224,4.3518,25.993,26.026,1.0063,134.27,12.175,1.1177,1
1092.5,549.91,91.816,4.3421,26.119,25.797,1.0067,134.79,12.198,1.1021,1
1059.7,550,90.438,3.5105,20.319,25.539,1.0069,110.66,10.602,4.3365,1
1066.5,550.01,87.476,3.6721,21.605,25.592,1.007,115.79,10.926,4.0896,1
1099.7,540.56,78.252,4.8245,30.152,26.328,1.0073,146.91,13.099,1.3372,1
1098.7,546.53,78.476,4.5468,28.289,27.214,1.0077,141.37,12.697,1.2622,1
1092.8,549.93,78.741,4.3391,26.204,28.556,1.0078,133.54,12.171,1.133,1
1094,550,68.943,4.3922,26.432,29.762,1.0078,133.92,12.24,0.44233,1
1094.6,549.82,59.563,4.4282,26.552,30.652,1.0078,133.93,12.355,0.35628,1
1099.8,541.71,47.894,4.8447,29.96,31.626,1.0075,145.71,13.092,0.40252,1
1099.9,540.56,47.689,4.8908,30.291,31.857,1.0072,147.23,13.241,0.49278,2
1099.9,541.46,46.237,4.824,30.018,31.957,1.0068,146.61,13.13,1.4508,2
1095.2,549.49,53.659,4.393,26.745,31.555,1.0064,134.58,12.315,1.1869,2
1096,549.82,59.499,4.376,26.792,30.042,1.0066,135.28,12.396,0.81548,2
1094.4,550.07,72.98,4.2978,26.396,28.892,1.007,134.86,12.336,0.66621,2
1093.7,550.04,80,4.2792,26.227,27.794,1.0076,134.87,12.307,0.88529,1
1093.3,550.29,82.409,4.2658,26.034,26.841,1.0079,134.85,12.352,1.2279,2
1092.6,549.96,85.746,4.2946,26.061,26.027,1.0081,134.85,12.31,0.8759,2
1100.2,539.12,86.783,4.9103,30.574,25.311,1.0079,148.37,13.291,0.6337,2
1091,549.63,87.747,4.261,25.766,24.511,1.008,134.37,12.172,1.0513,2
1092.4,550.01,87.006,4.2868,25.936,23.936,1.0079,135.58,12.144,0.85663,2
1092.8,549.7,86.747,4.2954,25.997,23.816,1.0079,135.79,12.215,0.82353,1
1069.6,549.85,86.375,3.6616,22,23.519,1.0076,118.74,11.088,2.8377,1
1059.5,549.79,86.227,3.4597,20.262,22.864,1.0078,111.78,10.612,3.6144,1
1059.8,550.25,87.725,3.4379,20.179,22.377,1.0081,111.8,10.609,3.8335,1
1065.4,548.55,90.706,3.6695,21.777,22.922,1.0085,116.68,11.055,3.8357,1
1099.3,548.41,85.452,4.4777,27.7,24.748,1.0086,140.28,12.603,0.4698,1
1061.9,550.12,34.98,3.5691,20.869,30.367,1.0077,110.43,10.696,3.1529,1
1061.9,550.08,41.909,3.5451,20.874,29.575,1.0078,110.74,10.726,3.3219,1
1061.7,550.01,36.727,3.4885,20.792,29.038,1.0082,110.84,10.737,2.916,1
1060.7,550.11,39.158,3.3894,20.581,27.85,1.009,110.84,10.741,3.0305,1
1059.8,550.17,43.67,3.3557,20.359,26.134,1.0093,110.84,10.746,3.9184,1
1059.2,549.83,53.095,3.3666,20.241,24.264,1.0092,111.15,10.724,4.2112,1
1074.4,549.94,58.206,3.7142,22.785,22.857,1.0089,122.39,11.4,2.9988,1
1059.3,550.12,64.772,3.3399,20.155,22.022,1.0083,111.35,10.69,4.1678,1
1057.7,549.94,66.42,3.3308,19.989,22.507,1.0081,110.16,10.563,4.418,1
1058.1,550.11,62.386,3.3291,20.073,22.773,1.008,110.46,10.563,3.9117,1
1058.7,550.19,59.356,3.3557,20.083,22.454,1.0082,110.58,10.604,3.1035,1
1099.7,539.6,49.319,4.9214,30.443,29.752,1.0091,147.58,13.195,0.49805,1
1100.1,538.6,51.262,5.0388,30.753,30.557,1.0089,149.04,13.331,0.61385,1
1100.2,538.2,48.713,5.0473,30.969,30.752,1.0087,149.69,13.276,0.80146,1
1099.9,539.15,48.27,5.0512,30.66,31.344,1.0085,144.97,13.262,0.85105,1
1099.9,537.91,49.703,4.9997,31.177,31.609,1.0083,149.34,13.39,0.69006,1
1093.8,549.29,55.85,4.398,26.632,31.004,1.0083,134.38,12.296,0.87216,1
1094.5,550.16,58.253,4.3479,26.396,30.454,1.0087,133.84,12.226,0.77879,1
1093.6,550.36,60.649,4.3254,26.43,29.756,1.0088,133.82,12.119,1.5212,1
1076.5,549.97,68.344,3.8789,23.464,28.652,1.0089,121.98,11.426,2.754,1
1091.3,550.36,68.134,4.2134,25.923,27.782,1.0092,133.3,12.169,1.4476,1
1091.5,549.76,73.139,4.1882,26.006,26.85,1.0095,133.8,12.237,1.4094,1
1090.9,550.01,78.311,4.1621,25.856,25.773,1.0097,133.8,12.269,1.8371,1
1091.9,550.4,83.444,4.2565,25.935,24.905,1.0097,134.31,12.233,1.3557,1
1091.2,550.29,86.334,4.2547,25.769,24.433,1.0096,133.98,12.178,1.7027,1
1091.6,550.11,88.281,4.2696,25.809,23.863,1.0093,134.62,12.198,2.1144,1
1090.8,550.34,90.556,4.3116,25.614,23.376,1.0091,134.08,12.133,2.1256,1
1085.1,550.27,91.056,4.1723,24.631,23.236,1.0088,129.96,11.805,1.7692,1
1058.3,549.94,90.965,3.4795,20.11,22.944,1.0088,110.8,10.566,3.7202,1
1058.5,550.07,90.476,3.5164,20.22,23.08,1.0092,110.79,10.487,3.3384,1
1073,550.11,88.795,3.8292,22.736,23.323,1.0094,121.25,11.242,3.0037,1
1094.8,549.87,65.947,4.4273,26.571,29.204,1.0098,134.81,12.289,0.43752,1
1094.6,549.95,62.878,4.4615,26.48,30.33,1.0095,134.81,12.309,0.55056,1
1095.3,550.24,60.708,4.4699,26.521,30.66,1.0094,134.82,12.329,0.8651,1
1095.3,550.08,69.401,4.3728,26.6,30.183,1.009,134.82,12.319,1.8511,1
1094.9,550.07,67.888,4.3671,26.528,28.956,1.0092,134.81,12.307,1.9123,1
1083.7,550.25,70.677,4.0513,24.636,28.098,1.0096,127.04,11.719,2.7179,1
1060.6,549.99,76.073,3.4628,20.67,27.519,1.0097,110.87,10.764,3.5297,1
1076.6,550.23,77.038,3.848,23.361,27.211,1.0097,122.49,11.494,2.7715,1
1092.1,550.35,78.627,4.2475,25.985,26.545,1.0097,134.13,12.18,1.2187,1
1092.5,550.32,82.584,4.2649,26.084,25.743,1.0098,134.8,12.21,1.5311,1
1092,549.96,85.768,4.2904,25.942,25.165,1.0097,134.57,12.155,1.217,1
1091.9,549.97,88.71,4.2709,25.876,24.67,1.0097,134.5,12.006,1.4875,1
1092.1,550.07,91.512,4.3214,25.918,24.358,1.0096,134.76,12.124,1.3692,1
1091.9,550.16,91.696,4.398,25.87,23.944,1.0096,134.77,12.159,1.6512,1
1091.8,550.4,92.806,4.4193,25.866,23.63,1.0094,134.77,12.165,1.731,1
1082.3,550.24,94.236,4.1593,24.238,23.39,1.0092,127.72,11.678,2.0686,1
1058.7,549.86,92.848,3.6626,20.283,23.101,1.0093,111.06,10.61,4.4763,1
1064.7,549.98,91.375,3.7319,21.312,23.414,1.0095,115.18,10.933,4.0486,1
1093.7,550.04,61.612,4.2914,26.469,31.505,1.0089,133.83,12.181,1.9855,1
1060.2,549.9,71.067,3.4596,20.657,29.968,1.0092,110.12,10.687,5.4498,1
1058.8,550.06,90.784,3.4995,20.122,23.279,1.0099,110.86,10.596,6.8089,1
1058.6,549.87,93.356,3.521,20.154,23.304,1.01,110.7,10.573,7.2528,1
1058.9,549.99,93.48,3.5698,20.115,23.357,1.0102,110.79,10.594,6.7313,1
1058.7,550.03,95.163,3.6255,20.118,23.141,1.0106,110.78,10.587,6.5225,1
1059.5,549.89,94.929,3.6069,20.348,23.938,1.011,110.79,10.633,6.2029,1
1080.2,549.67,90.18,4.0422,24.102,25.569,1.0113,125.25,11.684,3.5926,1
1099.9,541.44,70.452,4.7961,30.019,27.562,1.0112,145.84,13.066,1.3584,1
1099.9,541.21,63.973,4.9012,30.13,30.599,1.0116,146.18,13.091,1.8746,1
1062.6,549.98,49.32,3.6099,21.027,33.609,1.0111,110.44,10.779,5.2514,1
1069.2,550.01,40.347,3.7694,22.157,33.294,1.0109,114.55,11.114,4.6081,1
1060.2,549.93,67.123,3.3768,20.475,25.257,1.0116,111.16,10.658,6.4157,1
1059.4,550.08,68.915,3.3553,20.289,24.411,1.0116,111.27,10.673,6.625,1
1058.9,549.92,74.131,3.3435,20.112,23.031,1.0116,111.08,10.629,6.8707,1
1058.2,550.02,77.572,3.3134,20.012,22.134,1.0117,110.78,10.516,7.1689,1
1058.3,549.94,76.583,3.3104,20.046,21.947,1.012,110.82,10.507,6.9426,1
1059.4,549.95,77.244,3.3567,20.276,21.976,1.0122,111.47,10.641,6.841,1
1091.7,550.3,59.155,4.1873,25.803,27.565,1.0119,133.16,12.113,1.3514,1
1092.6,550.38,71.424,4.2252,25.904,25.597,1.0113,134.17,12.211,1.6345,1
1092.4,550.27,74.551,4.169,25.954,25.213,1.0112,134.76,12.105,1.4793,1
1062.8,549.88,75.379,3.4657,20.838,23.817,1.0112,113.51,10.796,4.1625,1
1058.9,549.93,71.699,3.3831,20.15,23.884,1.0112,110.71,10.625,4.9324,1
1060.5,550.03,69.826,3.445,20.436,24.336,1.0114,111.43,10.715,4.2048,1
1067.2,549.69,58.38,3.6136,21.678,26.265,1.0098,115.69,10.934,4.0255,1
1060.6,550.07,63.885,3.4367,20.468,24.725,1.0099,111.68,10.607,4.6601,1
1059.7,550.08,65.022,3.4178,20.454,24.326,1.0099,110.92,10.608,5.1553,1
1100.1,542.29,68.906,4.9128,29.615,30.819,1.0115,144.17,13.017,2.4574,1
1094.4,549.72,70.021,4.4908,26.626,31.148,1.0117,134.21,12.304,2.822,1
1095,550.06,67.922,4.5247,26.629,31.956,1.0117,133.84,12.323,2.803,1
1095.4,549.77,66.052,4.5367,26.77,32.431,1.0116,134.02,12.393,2.3632,2
1099.8,537.3,63.957,5.1774,31.212,32.705,1.0113,144.1,13.337,1.97,2
1093.6,549.86,74.354,4.3852,26.347,29.379,1.0115,133.82,12.25,2.5711,1
1093.6,550.19,79.859,4.3344,26.236,28.596,1.0119,133.82,12.205,2.6507,1
1093.7,550.27,81.755,4.3477,26.274,28.163,1.012,134.03,12.161,2.533,2
1093.7,550.33,81.187,4.331,26.304,27.916,1.0121,134.25,12.223,2.7617,1
1093.8,549.87,83.984,4.3757,26.364,27.575,1.0121,134.32,12.338,2.3801,2
1094.6,549.85,85.649,4.4048,26.556,27.422,1.0122,135.16,12.342,2.3955,2
1093.3,550.02,84.523,4.3374,26.199,27.29,1.0121,134.26,12.256,2.612,1
1093,549.82,85.178,4.3563,26.175,26.931,1.0119,134.27,12.264,2.5213,2
1093.4,549.88,86.338,4.3457,26.257,26.498,1.0119,134.76,12.223,2.8164,1
1070.5,549.99,87.422,3.7859,22.217,26.123,1.0122,118.15,11.141,4.486,1
1060.1,549.91,89.277,3.5152,20.359,25.674,1.0127,110.8,10.56,5.6922,1
1059.9,550.06,90.783,3.5412,20.324,25.721,1.0129,110.52,10.71,6.0193,1
1092.5,549.93,87.057,4.3333,25.984,26.614,1.0131,133.83,12.119,3.3251,1
1094.4,550.47,81.228,4.3432,26.29,27.757,1.0131,134.38,12.221,3.0384,1
1060.7,550.04,84.896,3.4881,20.403,24.191,1.0083,111.67,10.669,6.197,1
1078.1,550,85.557,3.9237,23.433,24.444,1.0083,124.33,11.526,5.2711,1
1060.4,549.92,73.766,3.4926,20.508,27.065,1.0075,110.75,10.659,6.0159,1
1076.1,550.01,76.973,3.8649,23.154,26.554,1.0079,122.46,11.418,5.324,1
1090,549.99,85.758,4.248,25.51,25.583,1.0068,132.49,12.094,3.9679,1
1072.4,549.81,85.796,3.8113,22.564,24.91,1.0058,120.27,11.154,5.6454,1
1059,550.09,87.52,3.5157,20.274,24.354,1.0057,110.97,10.582,6.5583,1
1060.3,550.11,89.084,3.5346,20.435,24.001,1.0056,111.76,10.584,6.5169,1
1060.7,550.13,89.536,3.5659,20.512,24.237,1.0057,111.77,10.586,7.0288,1
1071.8,549.99,85.237,3.8242,22.577,25.641,1.0057,119.18,11.213,5.7576,2
1078.3,550.07,99.965,4.2752,23.488,21.907,1.0063,125.31,11.41,4.9898,2
1059.3,549.97,94.751,3.5325,20.25,22.713,1.0068,111.07,10.501,6.9204,2
1068.9,550.07,89.653,3.6982,21.987,23.544,1.0076,117.79,11.097,6.0294,2
1062.5,550.04,89.953,3.5844,20.843,20.483,1.0096,114.36,10.709,7.125,2
1057.3,550.25,90.323,3.4783,19.928,20.106,1.0096,110.77,10.473,7.989,2
1061.4,549.88,60.056,3.5457,20.8,28.699,1.01,111.22,10.742,6.9416,2
1057.9,550.02,83.009,3.4122,20.132,22.065,1.0108,111,10.591,8.3613,2
1060.2,549.93,85.387,3.4955,20.419,21.239,1.0104,112.54,10.757,8.4674,2
1059.8,549.88,85.907,3.5088,20.309,20.787,1.0101,112.43,10.59,8.0271,2
1058.9,549.95,87.115,3.5162,20.109,20.331,1.0099,111.75,10.521,8.854,2
1058.1,550,88.364,3.4565,20.049,20.033,1.0098,111.19,10.432,9.1486,2
1094,550.23,56.651,4.3944,26.472,30.719,1.0092,133.81,12.31,0.96383,1
1094.4,550.17,60.5,4.3916,26.469,30.287,1.0094,134.18,12.307,1.0943,1
1094.9,550.03,68.903,4.3714,26.495,29.602,1.0096,134.74,12.305,1.0884,2
1094.3,549.97,64.346,4.3587,26.438,28.563,1.0099,134.75,12.29,0.48279,2
1058.4,550.02,70.356,3.3718,20.018,21.236,1.0093,110.88,10.523,3.5461,2
1057.8,549.98,72.374,3.347,19.995,20.858,1.0093,110.73,10.424,4.0456,2
1058.1,550.11,72.875,3.3474,20.063,20.915,1.0095,110.72,10.561,4.0811,2
1094.3,550.26,50.129,4.4502,26.577,31.445,1.0096,133.79,12.292,0.27487,1
1094,550.23,54.11,4.412,26.402,29.63,1.0099,133.8,12.262,0.42023,1
1093,550,66.272,4.3224,26.053,26.915,1.0107,133.79,12.202,0.4092,2
1092.4,549.93,73.371,4.2958,26.02,25.94,1.0107,134.03,12.191,0.41617,2
1092.1,550.06,76.602,4.2713,25.971,25.561,1.0109,133.85,12.168,0.5466,1
1092.9,550.21,75.418,4.2647,26.116,25.35,1.0112,134.55,12.251,0.66146,1
1092.3,550.12,76.447,4.2542,26.009,24.812,1.0115,134.38,12.222,1.0224,1
1092.8,550.18,78.599,4.2619,26.005,23.937,1.0114,135.2,12.251,0.7661,2
1091.3,550.14,83.525,4.2558,25.811,22.615,1.0111,134.79,12.128,1.0203,2
1074.3,549.7,84.496,3.8328,22.88,22.26,1.011,122.3,11.279,2.7052,2
1058.2,550.07,85.371,3.4628,19.995,21.554,1.0111,110.78,10.486,4.5463,2
1058,550.31,88.13,3.4477,19.959,20.887,1.0115,110.95,10.475,4.7353,2
1059,550.29,89.529,3.5102,20.191,21.006,1.0118,111.36,10.527,4.5351,2
1083.1,550.38,88.788,4.0889,24.464,22.475,1.012,128.01,11.694,2.0254,2
1093.4,550.27,73.98,4.3814,26.295,25.452,1.0123,134.17,12.176,0.48454,2
1095.8,550.06,64.143,4.4208,26.526,28.799,1.013,134.75,12.346,0.43652,2
1096,550.05,61.529,4.4617,26.525,30.137,1.013,134.78,12.352,0.22495,2
1095.9,549.99,62.138,4.4607,26.512,30.716,1.0129,134.78,12.354,0.12133,1
1096,549.68,59.229,4.4592,26.552,30.914,1.0127,134.79,12.44,0.20952,2
1087.4,549.88,49.894,4.2783,25.117,29.93,1.0124,128.37,11.929,0.72523,2
1061.3,549.8,52.689,3.5979,20.522,29.232,1.0122,110.3,10.799,3.3708,2
1060.5,550.04,59.24,3.5442,20.427,28.154,1.0126,110.38,10.798,3.6774,1
1078,549.99,65.868,3.937,23.477,26.884,1.0132,123.4,11.574,2.0329,1
1092.3,550.17,72.633,4.2774,25.91,25.969,1.0137,133.87,12.286,0.72282,1
1093.1,550.08,75.134,4.2872,26.09,25.395,1.0138,134.75,12.362,0.52681,1
1093.3,550.33,78.954,4.2908,26.071,24.946,1.0141,134.85,12.209,0.6956,1
1094,549.85,80.651,4.2857,26.22,24.721,1.014,135.39,12.305,0.3722,2
1092.7,549.98,79.951,4.2472,25.946,24.389,1.0139,134.73,12.199,0.34018,2
1092.2,549.94,82.186,4.2724,25.856,23.817,1.0139,134.73,12.175,0.59052,2
1092.1,550.1,84.465,4.2954,25.866,23.432,1.0138,134.73,12.202,0.84264,2
1079.6,550.03,86.227,4.0001,23.629,22.915,1.0137,125.52,11.575,2.0214,2
1059.7,550.1,87.801,3.5481,20.203,22.237,1.0139,111.64,10.62,4.2493,2
1059.4,549.95,88.145,3.5283,20.065,21.307,1.014,111.75,10.578,4.7208,2
1059.5,550.06,90.096,3.5194,20.054,21.001,1.0142,111.75,10.536,4.4321,2
1077.6,549.99,85.333,3.9092,23.299,22.467,1.0144,124.15,11.465,2.4117,2
1099.8,536.71,64.314,5.061,31.029,26.478,1.0147,149.14,13.415,0.47927,2
1061.7,549.98,53.03,3.5707,20.634,28.384,1.0142,110.95,10.696,3.9533,2
1062.1,550.09,51.283,3.5888,20.717,28.745,1.0141,111.15,10.707,3.7352,2
1062.1,550.05,47.477,3.5854,20.742,28.981,1.0141,110.91,10.782,2.2261,1
1062.3,549.85,48.191,3.5875,20.709,29.01,1.0143,110.9,10.735,1.8782,1
1061.8,549.89,53.104,3.5677,20.582,28.484,1.0145,110.8,10.715,2.4375,1
1061,549.93,59.987,3.5341,20.506,27.628,1.0146,110.81,10.639,3.2592,1
1061.4,549.97,61.476,3.5189,20.571,26.931,1.015,111.32,10.656,3.3403,1
1075.8,549.64,68.609,3.8525,22.981,25.929,1.0156,121.86,11.424,2.3043,1
1098.7,548.95,84.099,4.4357,26.975,22.257,1.0164,140.75,12.577,0.082925,1
1071.2,545.94,85.765,3.8953,23.204,21.835,1.0163,122.77,11.372,2.2872,1
1057.9,549.94,87.526,3.4311,19.796,21.385,1.016,110.72,10.586,4.0293,1
1057.8,549.87,90.278,3.4661,19.728,20.878,1.0161,110.6,10.651,4.7224,1
1056.8,550.1,90.933,3.4429,19.589,20.626,1.0161,109.97,10.525,5.0283,1
1058.8,550.09,91.588,3.5147,19.884,20.363,1.0162,111.36,10.537,4.9372,1
1058.3,549.89,92.454,3.5064,19.778,20.409,1.0164,110.73,10.588,4.3818,1
1058.6,550.02,91.937,3.4985,19.879,20.978,1.0169,110.73,10.649,3.4384,1
1059.6,550.05,86.731,3.4593,20.098,22.381,1.0171,110.73,10.711,2.9942,1
1060.6,549.93,73.637,3.4777,20.365,24.684,1.0172,110.78,10.772,2.9354,1
1061.2,549.94,62.859,3.5065,20.485,26.362,1.0173,110.78,10.833,2.524,1
1061.8,549.98,56.29,3.5388,20.621,27.244,1.0172,110.9,10.747,1.7426,2
1061.7,550.1,54.875,3.5559,20.594,27.693,1.0173,110.78,10.719,3.4761,1
1062.2,550.09,51.186,3.5575,20.689,28.174,1.0172,110.78,10.729,4.1053,1
1062.2,549.85,49.034,3.5738,20.714,28.572,1.0172,110.76,10.757,4.2641,1
1062,549.97,49.822,3.5644,20.68,28.542,1.0174,110.79,10.742,2.2641,1
1062.2,549.86,52.821,3.5617,20.683,28.452,1.0174,110.84,10.801,1.3423,2
1061.5,549.97,52.022,3.5527,20.652,28.164,1.0174,110.8,10.745,1.4552,1
1061.5,550.01,52.726,3.5313,20.557,27.638,1.0174,110.79,10.699,2.6438,1
1062.1,550.04,52.053,3.5275,20.618,26.841,1.0175,111.41,10.772,3.0875,1
1062.5,549.84,68.411,3.518,20.783,24.971,1.0183,112.6,10.733,3.2174,1
1058.8,550.05,72.804,3.3866,20.02,23.655,1.0182,110.67,10.632,2.9439,1
1058.8,549.81,78.228,3.3596,20,22.611,1.0181,110.77,10.696,2.9526,1
1058.9,549.86,82.393,3.3702,19.891,21.773,1.0181,110.9,10.624,4.2227,1
1057.7,549.88,85.454,3.3805,19.713,21.394,1.0181,110.15,10.528,5.0983,1
1058.8,549.78,86.493,3.4154,19.813,21.127,1.0178,110.82,10.596,4.8854,1
1058.1,549.94,86.583,3.428,19.777,20.814,1.0177,110.73,10.563,4.8874,1
1057.9,549.99,87.29,3.4234,19.726,20.422,1.0176,110.73,10.536,4.6994,1
1058,549.88,89.357,3.4418,19.704,20.025,1.0175,110.73,10.479,4.6682,1
1057.5,549.79,90.982,3.4399,19.619,19.913,1.0177,110.36,10.459,4.5876,1
1058.5,549.77,92.315,3.4767,19.832,20.37,1.0179,110.85,10.505,4.6176,1
1059.3,549.99,89.559,3.4747,20.077,22.042,1.0182,110.73,10.627,4.3407,2
1060.9,550.1,76.825,3.4985,20.371,24.529,1.0182,110.72,10.716,3.7981,2
1061.4,549.92,62.61,3.5508,20.52,26.208,1.0184,110.74,10.804,3.8862,2
1069.3,550.15,55.406,3.7772,21.841,27.351,1.0183,115.97,11.179,2.3737,2
1097.5,543.17,45.005,4.6777,30.233,28.617,1.0178,138.02,12.759,0.53534,2
1080.3,550.26,45.566,3.895,25.837,28.891,1.0174,116.85,11.388,2.5383,2
1062.4,550.07,46.385,3.5912,20.673,29.05,1.017,110.77,10.741,2.298,2
1061.9,549.77,47.893,3.5533,20.702,28.757,1.0168,110.75,10.745,2.3481,2
1062,550.1,49.692,3.5504,20.603,28.18,1.0166,110.76,10.729,2.8488,2
1061.3,550.25,54.899,3.5073,20.481,27.226,1.0166,110.76,10.701,3.0253,1
1060.8,550.1,64.18,3.4706,20.432,26.073,1.0167,110.76,10.66,3.1672,1
1060.1,550.09,67.097,3.4396,20.353,25.184,1.017,110.76,10.655,3.5685,1
1059.8,549.98,71.602,3.4083,20.25,23.754,1.017,111.09,10.672,3.5937,1
1058.5,549.87,75.897,3.3673,20.022,22.711,1.017,110.49,10.52,3.8956,1
1059.1,549.94,80.589,3.3962,20.08,21.706,1.0168,111.18,10.7,4.1494,1
1058.4,549.89,83.783,3.4022,20.008,21.114,1.0166,110.81,10.552,4.0608,1
1057.9,550.25,85.521,3.3865,19.943,20.888,1.0165,110.51,10.593,4.1884,2
1059.1,550,86.528,3.4305,19.971,20.523,1.0163,111.35,10.648,4.8153,1
1057.8,550.25,88.457,3.4049,19.843,20.248,1.0159,110.59,10.571,5.6483,1
1057.6,550.06,89.655,3.458,19.75,19.976,1.0156,110.64,10.606,5.5046,1
1057.9,550.17,90.861,3.4609,19.81,19.987,1.0157,110.75,10.551,4.7233,2
1058.4,550.02,91.146,3.4682,19.928,20.447,1.016,110.75,10.566,4.0552,1
1059.5,549.93,88.455,3.4724,20.282,22.119,1.0161,110.75,10.623,3.4656,2
1060.4,549.98,79.339,3.54,20.494,24.452,1.0163,110.75,10.699,3.707,2
1068.1,549.9,74.13,3.7403,21.782,25.868,1.0164,115.89,11.12,4.0916,2
1074.1,550.08,51.543,3.9213,22.77,30.424,1.0151,118.78,11.319,2.326,2
1063.6,549.73,49.492,3.6537,21.028,31.014,1.0146,111.56,10.875,2.6521,1
1062.8,549.68,46.333,3.6347,20.924,31.611,1.0145,110.77,10.771,1.9371,2
1062.6,550.15,52.13,3.6105,20.897,30.919,1.0144,110.77,10.754,2.2427,1
